Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Perissodactyla	Hippomorpha	Palaeotheriidae	Hyracotherium	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	25	9.08	0.42	Yes	N/A
Perissodactyla	Ceratomorpha	Rhinocerotidae	Colonoceras	-55	-55	0.32	0.602	-0.147	0.571	1.803	-0.093	0.282	0.356	-0.254	0.542	1.445	-1.063	0.295	0.28	-0.451	0.49	1.183	-1.153	0.319	0.282	-1.74	0.512	1.166	-2.926	0.353	0.24	-4.281	0.584	1.089	-4.751	0.443	0.135	-21.486	0.748	0.985	-29.87	71	47	0.34	Yes	N/A
Primates	Anthropoidea	Hominoidea	Pan troglodytes	-2.6	-2.6	0.283	3.067	0.121	0.558	0.063	-0.123	0.284	3.271	0.507	0.46	0.005	0.173	0.279	3.415	0.873	0.502	0.039	-0.071	0.296	3.486	1.29	0.51	0.031	-0.856	0.3	3.523	0.391	0.504	0.023	0.069	0.328	3.5	17.204	0.573	0.049	-13.819	382.1	46	1.86	No	Stable
Primates	Anthropoidea	Hominoidea	Hylobates lar	-5	-5	0.238	2.885	0.05	0.678	0.415	-0.267	0.233	2.953	-0.289	0.637	0.067	0.296	0.189	2.855	0.226	0.696	0.191	-0.474	0.205	2.88	0.176	0.734	0.108	0.999	0.213	2.892	-0.786	0.722	0.19	3.54	0.254	2.848	0.378	0.662	0.278	7.135	97.51	5.7	2.32	No	Stable
Primates	Prosimians	Lemuroidea	Microcebus murinus	-6.2	-6.199	0.223	2.746	0.047	0.365	0.926	-0.089	0.215	2.816	-0.064	0.371	0.719	0.429	0.214	2.804	0.038	0.311	0.815	-0.079	0.219	2.788	0.579	0.268	0.83	-0.487	0.231	2.825	-0.299	0.306	0.802	-0.043	0.289	2.781	6.764	0.348	0.756	-7.097	1.68	0.05	1.46	No	Solitary
Primates	Prosimians	Lemuroidea	Eulemur fulvus	-6.7	-6.698	0.233	2.708	0.054	0.372	0.98	-0.098	0.239	2.769	0.021	0.458	0.729	-0.382	0.219	2.733	-0.212	0.377	0.738	0.852	0.233	2.73	-0.184	0.218	0.826	-0.612	0.295	2.721	-1.482	0.214	0.783	1.081	0.406	2.7	-11.704	0.281	0.79	0.06	22.11	1.4	1.53	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Macaca mulatta	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	87.9	7.8	1.64	No	Stable
Primates	Prosimians	Lorisoidea	Loris tardigradus	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	6.27	0.32	1.33	No	Solitary
Primates	Prosimians	Lorisoidea	Nycticebus coucang	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	11.76	0.8	1.24	No	Solitary
Primates	Prosimians	Lorisoidea	Perodicticus potto	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	13.21	1.15	1.06	No	Solitary
Primates	Anthropoidea	Hominoidea	Gorilla gorilla	-10.1	-10.0973	0.366	2.259	0.217	0.392	1.376	-0.2	0.196	2.586	0.156	0.18	1.012	0.048	0.199	2.619	0.534	0.179	1.041	0.218	0.145	2.691	-0.278	0.154	1.087	-0.124	0.15	2.69	-1.419	0.15	1.083	0.8	0.138	2.612	3.532	0.156	1.123	8.95	470.36	105	1.22	No	Stable
Primates	Anthropoidea	Ceboidea	Lagothrix lagotricha	-11	-10.999	0.38	2.196	0.23	0.388	1.42	-0.18	0.241	2.543	0.089	0.28	1.082	0.119	0.197	2.537	-0.005	0.217	1.123	-0.483	0.172	2.523	0.91	0.148	1.06	-0.806	0.164	2.563	1.133	0.123	1.023	-1.446	0.184	2.583	10.676	0.076	0.977	0.586	95.5	5.2	2.43	No	Stable
Primates	Prosimians	Lorisoidea	Galago senegalensis	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	4.51	0.19	1.42	No	Facultative
Primates	Prosimians	Lorisoidea	Galagoides demidorvii	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	3.2	0.08	1.94	No	Facultative
Primates	Prosimians	Lorisoidea	Otolemur crassicaudatus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	9.67	0.85	0.98	No	Facultative
Primates	Anthropoidea	Ceboidea	Callimico goedli	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	10.51	0.48	1.64	No	Stable
Primates	Anthropoidea	Ceboidea	Callithrix jacchus	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	7.24	0.28	1.7	No	Stable
Primates	Anthropoidea	Ceboidea	Cebuella pygmea	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	4.3	0.14	1.71	No	Stable
Primates	Anthropoidea	Ceboidea	Pithecia monarchus	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	32.87	1.5	2.15	No	Stable
Primates	Anthropoidea	Ceboidea	Ateles geoffroyi	-13	-13	0.338	1.958	0.133	0.341	1.572	0.038	0.256	2.217	0.253	0.353	1.559	-0.486	0.231	2.237	0.544	0.268	1.397	-0.504	0.216	2.293	0.733	0.283	1.349	-0.492	0.165	2.314	2.025	0.323	1.325	-2.229	0.177	2.349	7.344	0.301	1.253	-0.054	101.03	8	1.85	No	Stable
Primates	Anthropoidea	Hominoidea	Oreopithecus	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	402	32	2.57	Yes	N/A
Primates	Anthropoidea	Cercopithecoidea	Cercocebus albigena	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	97.6	7.9	1.81	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Cercopith ascanius	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	70.56	3.4	2.48	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Cercopith mitis	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	63.51	6.3	1.4	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Erythrocebus patas	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	103.17	7.8	1.93	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Miopithecus talapoin	-14.8	-14.7963	0.249	1.787	-0.071	0.426	1.408	0.219	0.224	1.715	-0.045	0.279	1.605	0.141	0.203	1.703	-0.188	0.27	1.655	1.037	0.194	1.709	-0.374	0.263	1.737	0.099	0.191	1.689	-1.655	0.236	1.681	0.348	0.067	1.632	3.217	0.118	1.687	1.226	37.78	1.2	2.93	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Papio anubis	-15.6	-15.6	0.265	1.843	-0.088	0.455	1.29	0.229	0.25	1.713	0.296	0.295	1.655	0.338	0.26	1.773	-0.256	0.289	1.735	-1.014	0.293	1.73	0.427	0.295	1.614	-0.134	0.22	1.751	2.876	0.266	1.6	-0.086	0.209	1.903	-5.932	0.391	1.675	-19.707	190.96	25	1.47	No	Stable
Primates	Anthropoidea	Ceboidea	"Saguinus ""tamarin"""	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	9.57	0.34	1.94	No	Stable
Primates	Anthropoidea	Ceboidea	Saguinus oedipus	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	9.54	0.38	1.77	No	Stable
Primates	Anthropoidea	Ceboidea	Alouatta sp.	-17	-16.99	0.224	1.984	-0.04	0.328	0.967	0.071	0.244	1.922	-0.214	0.299	1.173	0.513	0.258	1.84	-0.187	0.295	1.309	1.502	0.226	1.842	0.143	0.299	1.431	3.171	0.214	1.853	-0.486	0.334	1.597	3.195	0.297	1.883	-18.698	0.272	1.675	16.584	49.01	6.4	1.07	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Nasalis larvatus	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	92.8	14	1.11	No	Stable
Primates	Anthropoidea	Cercopithecoidea	Piliocolobus badius	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	73.82	7	1.5	No	Stable
Primates	Anthropoidea	Ceboidea	Callicebus moloch	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	17.94	0.9	1.73	No	Stable
Primates	Anthropoidea	Ceboidea	Cebus sp.	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	66.94	3.1	2.52	No	Stable
Primates	Anthropoidea	Ceboidea	Saimiri sciureus	-19	-18.9909	0.277	1.976	0.006	0.283	1.119	-0.093	0.179	2.023	-0.048	0.325	0.858	0.077	0.175	2.005	-0.107	0.356	0.865	1.42	0.144	2.035	-1.073	0.248	1.022	-0.728	0.171	2.016	-3.312	0.263	1.016	-2.248	0.026	1.86	0.629	0.062	0.89	1.572	22.57	0.66	2.76	No	Stable
Primates	Prosimians	Lorisoidea	Mioeuoticus sp.	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	7.8	1.28	0.58	No	Solitary
Primates	Prosimians	Lemuroidea	Cheirogaleus major	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	2.96	0.18	0.97	No	Solitary
Primates	Prosimians	Lemuroidea	Cheirogaleus medius	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	6.37	0.45	1.04	No	Solitary
Primates	Prosimians	Lemuroidea	Lepilemur ruficaudatus	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	7.18	0.92	0.68	No	Solitary
Primates	Anthropoidea	Ceboidea	Chilecebus	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	7.46	0.58	1.01	Yes	N/A
Primates	Anthropoidea	Ceboidea	Aotus trivirgatus	-22	-21.9863	0.433	1.931	-0.124	0.328	0.918	0.161	0.247	1.844	-0.139	0.232	1.148	-0.432	0.266	1.933	-0.737	0.303	0.931	0.236	0.261	1.864	-4.519	0.387	0.958	6.873	0.261	1.864	-4.519	0.387	0.958	6.873	0.085	1.67	6.154	0.474	1.165	-34.359	16.2	0.83	1.66	No	Stable
Primates	Prosimians	Lemuroidea	Avahi o. laniger	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	9.8	1.29	0.72	No	Stable
Primates	Prosimians	Lemuroidea	Avahi o. occidentalis	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	9.12	0.86	0.91	No	Stable
Primates	Prosimians	Lemuroidea	Indri indri	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	36.29	6.25	0.8	No	Stable
Primates	Prosimians	Lemuroidea	Varecia variegatus	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	29.71	3	1.15	No	Stable
Primates	Anthropoidea	Hominoidea	Proconsul	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	167	19	1.59	Yes	N/A
Primates	Anthropoidea	Hominoidea	Aegyptopithecus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	21	6.01	0.48	Yes	N/A
Primates	Anthropoidea	Parapithecidae	Parapithecus grangeri	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	14	1.8	0.8	Yes	N/A
Primates	Anthropoidea	Oligopithecidae	Catopithecus	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	3.1	2.818	0.13	Yes	N/A
Primates	Prosimians	Lemuroidea	Propithecus	-40	-39.964	0.295	1.032	0.057	0.355	0.841	0.082	0.182	1.242	0.084	0.282	1.082	0.072	0.161	1.283	-0.388	0.163	1.103	-0.192	0.093	1.266	-0.857	0.055	1.138	-0.257	0.072	1.21	-0.126	0.076	1.137	-2.031	0.071	1.18	2.179	0.099	1.12	-3.05	25.19	3.48	0.87	No	Stable
Primates	Prosimians	Adapidae	Adapis parisiensis	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.8	2.35	0.41	Yes	N/A
Primates	Prosimians	Adapidae	Adapis parisiensis 2	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.8	2.35	0.41	Yes	N/A
Primates	Prosimians	Adapidae	Leptadapis magnus	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	21.7	9.5	0.35	Yes	N/A
Primates	Prosimians	Omomyidae	Necolemur antiquus	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	3.8	0.32	0.81	Yes	N/A
Primates	Prosimians	Omomyidae	Rooneyia viejaensis	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	7.4	1.4	0.51	Yes	N/A
Primates	Prosimians	Adapidae	Pronycticebus gaudryi	-45	-44.8559	0.349	0.411	0.202	0.338	0.847	-0.083	0.224	0.894	-0.061	0.409	0.888	-0.021	0.273	0.93	-0.065	0.319	1.034	1.131	0.262	1.025	-1.587	0.092	1.225	-0.557	0.262	1.025	-1.587	0.092	1.225	-0.557	0.262	1.025	-1.587	0.092	1.225	-0.557	4.8	1.22	0.37	Yes	N/A
Primates	Prosimians	Nothactidae	Smilodectes gracilis	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	9.5	1.68	0.57	Yes	N/A
Primates	Prosimians	Adapidae	Notharctus tenebrosus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	9.5	1.99	0.5	Yes	N/A
Primates	Prosimians	Omomyidae	Tetonius homunculus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	1.5	0.29	0.34	Yes	N/A
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	18	1.81	1.02	Yes	N/A
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis cookei	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	5	2.2	0.24	Yes	N/A
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis  tricuspidens	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	16.6	10.5	0.25	Yes	N/A
Primates	Plesiadapiformes	Paramyidae	Ignacius graybullianus	-63.3	-63.2832	0.41	0.842	-0.132	0.356	1.575	-0.192	0.357	0.705	0.469	0.256	1.24	-0.238	0.314	0.801	2.068	0.296	1.149	1.309	0.281	0.93	2.309	0.263	1.247	1.905	0.338	0.968	5.192	0.326	1.288	3.263	0.523	1.08	16.372	0.17	1.53	-5.31	2.14	0.38	0.4	Yes	N/A
