Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	mass	EQ	Fossil	Social
Carnivora	Feliformes	Eupleridae	Eupleres goudotii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	16.95	3	0.66	No	Solitary
Carnivora	Feliformes	Eupleridae	Galidia elegans	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	10.7	0.8	1.13	No	Facultative
Carnivora	Feliformes	Eupleridae	Salonoia concolor	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	11.02	0.65	1.36	No	N/A
Carnivora	Feliformes	Herpestidae	Herpestes edwardsii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	10.49	1.32	0.76	No	Solitary
Carnivora	Feliformes	Herpestidae	Herpestes ichneumon	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	23.34	5.18	0.6	No	Facultative
Carnivora	Feliformes	Herpestidae	Herpestes javanicus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	7.24	0.74	0.81	No	Solitary
Carnivora	Feliformes	Herpestidae	Herpestes lemanensis	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	24.79	3.48	0.86	Yes	N/A
Carnivora	Feliformes	Herpestidae	Herpestes smithii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	13.74	1.78	0.79	No	Solitary
Carnivora	Feliformes	Herpestidae	Herpestes urva	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	20.91	1.86	1.16	No	Solitary
Carnivora	Feliformes	Herpestidae	Herpestes vitticollis	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	25.79	2.58	1.12	No	Solitary
Carnivora	Arctoidea	Mustelidae	Plesiogulo crassa	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	65.89	28.99	0.45	Yes	N/A
Carnivora	Feliformes	Viverridae	Genetta angolensis	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.49	1.65	0.94	No	Solitary
Carnivora	Feliformes	Viverridae	Genetta genetta	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	14.01	2	0.74	No	Solitary
Carnivora	Feliformes	Viverridae	Genetta servalina	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.03	1.06	1.28	No	Solitary
Carnivora	Feliformes	Viverridae	Genetta tigrina	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.18	2.23	0.74	No	Solitary
Carnivora	Arctoidea	Amphicyonidae	Ischyrocyon gidleyi	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	311.41	500.37	0.25	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Eira barbara	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	35.87	3.91	1.13	No	Facultative
Carnivora	Arctoidea	Mustelidae	Gulo gulo	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	78.26	17.01	0.81	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes americana	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	15.8	1.25	1.19	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes flavigula	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	34.12	1.84	1.91	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes foina	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	20.91	1.54	1.34	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes martes	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	20	1.3	1.46	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes pennanti	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	31.82	4	0.99	No	Solitary
Carnivora	Arctoidea	Mustelidae	Martes zibellina	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	18.5	1.13	1.5	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela altaica	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.5	0.17	1.54	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela erminea	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4	0.12	1.79	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela frenata	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.01	0.15	1.51	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela kathiah	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	4.41	0.21	1.29	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela lutreola	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.5	0.44	1.41	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela nigripes	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	1.99	0.1	1.02	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela nivalis	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	1.82	0.05	1.58	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela putorius	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.3	0.92	0.79	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela sibirica	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	6.75	0.41	1.18	No	Solitary
Carnivora	Arctoidea	Mustelidae	Mustela vison	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	8.82	1.5	0.58	No	Solitary
Carnivora	Arctoidea	Mustelidae	Parataxidea crassa	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	41.79	4.5	1.19	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Pekania palaeosinensis	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	24.23	4.05	0.75	Yes	N/A
Carnivora	Arctoidea	Procyonidae	Bassaricyon alleni	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	18.48	1.24	1.4	No	Solitary
Carnivora	Arctoidea	Procyonidae	Bassariscus astutus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	16.44	1.13	1.34	No	Solitary
Carnivora	Arctoidea	Procyonidae	Bassariscus sumichrasti	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	19.3	0.9	1.86	No	Solitary
Carnivora	Arctoidea	Procyonidae	Potos flavus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	25.53	3	0.99	No	Facultative
Carnivora	Cynoidea	Canidae	Carpocyon compressus	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	71.62	15.42	0.8	Yes	N/A
Carnivora	Cynoidea	Canidae	Carpocyon webbi	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	100.8	24.8	0.78	Yes	N/A
Carnivora	Cynoidea	Canidae	Paratomarctus euthos	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	62.83	13.73	0.76	Yes	N/A
Carnivora	Cynoidea	Canidae	Paratomarctus  temerarius	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	53.99	9.94	0.84	Yes	N/A
Carnivora	Arctoidea	Mustelidae	Potamotherium valletoni	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	45.68	7.99	0.84	Yes	N/A
Carnivora	Cynoidea	Ailuridae	Ailurus fulgens	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	40.85	4.9	1.09	No	Solitary
Carnivora	Feliformes	Felidae	Catopuma temninckii	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	68.03	11.5	0.95	Yes	N/A
Carnivora	Feliformes	Felidae	Prionailurus bengalensis	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	29.37	3.3	1.06	No	Solitary
Carnivora	Feliformes	Felidae	Prionailurus rubignosa	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	18.92	2.77	0.78	No	Solitary
Carnivora	Feliformes	Felidae	Prionailurus viverrinus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	46.53	9.14	0.77	No	Solitary
Carnivora	Feliformes	Felidae	Profelis aurata	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	57.97	10.65	0.86	Yes	N/A
Carnivora	Feliformes	Felidae	Pseudaelurus validus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	71.79	24.8	0.56	Yes	N/A
Carnivora	Feliformes	Herpestidae	Bdeogale crassicaudata	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	16.95	1.55	1.08	No	Solitary
Carnivora	Feliformes	Herpestidae	Crossarchus obscursus	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	9.78	1.25	0.74	No	Stable
Carnivora	Feliformes	Herpestidae	Helogale parvula	-16.9	-16.8876	0.24	1.973	-0.054	0.332	0.977	0.074	0.285	1.884	-0.361	0.3	1.186	0.453	0.297	1.765	-0.363	0.298	1.322	0.266	0.341	1.729	-2.453	0.368	1.35	-0.769	0.39	1.633	-3.773	0.357	1.211	2.499	0.085	1.42	-2.83	0.049	1.275	1.651	4.76	0.3	1.06	No	Stable
Carnivora	Feliformes	Herpestidae	Cynictis penicillata	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	10.49	0.84	1.07	No	Facultative
Carnivora	Feliformes	Herpestidae	Galerella pulverulenta	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	11.02	0.8	1.16	No	Solitary
Carnivora	Feliformes	Herpestidae	Galerella sanguinea	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	8.76	0.55	1.23	No	Solitary
Carnivora	Feliformes	Herpestidae	Ichneumia albicauda	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	24.29	3.5	0.84	No	Solitary
Carnivora	Feliformes	Herpestidae	Paracynictis selousi	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	15.8	1.64	0.97	No	Facultative
Carnivora	Feliformes	Herpestidae	Rhynchogale melleri	-17.4	-17.3853	0.212	2.005	-0.019	0.299	0.913	0.02	0.191	1.956	0.191	0.277	1.028	0.131	0.228	1.992	0.374	0.235	1.045	0.421	0.225	2.014	0.389	0.179	1.085	0.384	0.144	2.033	-1.912	0.104	1.088	1.821	0.255	2.08	-7.453	0.099	1.21	-2.899	16.95	2.5	0.75	No	Solitary
Carnivora	Arctoidea	Mustelidae	Kinometaxia guangpui	-18	-17.9235	0.241	1.935	0.037	0.295	0.972	-0.063	0.16	1.927	-0.1	0.355	0.896	0.37	0.134	1.888	0.004	0.326	0.991	0.331	0.134	1.904	0.153	0.198	1.103	0.669	0.106	2.025	-1.779	0.276	1.045	4.626	0.106	2.025	-1.779	0.276	1.045	4.626	15.1	2.28	0.72	Yes	N/A
Carnivora	Feliformes	Herpestidae	Atilax paludinosus	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	28.5	3.3	1.03	No	Solitary
Carnivora	Feliformes	Herpestidae	Herpestes naso	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	25.53	3	0.99	No	Solitary
Carnivora	Feliformes	Herpestidae	Mungos mungo	-18.5	-18.4852	0.241	1.933	0.039	0.305	1.07	-0.108	0.177	1.998	-0.104	0.348	0.809	-0.068	0.188	1.984	0.516	0.366	0.788	-0.224	0.136	2.08	-0.929	0.435	0.796	0.277	0	2.03	0	0.417	0.585	5.598	0	2.03	0	0.417	0.585	5.598	10.49	1.93	0.57	No	Stable
