Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Primates	Prosimians	Lorisoidea	Mioeuoticus sp.	-20	-19.9902	0.329	1.851	0.102	0.312	1.011	0.068	0.217	2.103	-0.019	0.267	0.887	0.165	0.212	2.077	-0.122	0.283	0.966	-0.173	0.29	2.043	0.316	0.339	0.967	-1.277	0.33	2.05	19	0.468	0.867	24.833	0.33	2.05	19	0.468	0.867	24.833	7.8	No
Primates	Prosimians	Lemuroidea	Cheirogaleus major	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	2.96	No
Primates	Prosimians	Lemuroidea	Cheirogaleus medius	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	6.37	No
Primates	Prosimians	Lemuroidea	Lepilemur ruficaudatus	-20.3	-20.296	0.326	1.826	0.111	0.323	0.974	0.113	0.26	2.067	0.167	0.256	0.893	-0.006	0.211	2.152	-0.722	0.282	0.881	1.072	0.177	2.107	-1.085	0.297	0.948	1.84	0.189	2.059	-3.198	0.301	1.04	1.707	0.199	2.004	-6.996	0.334	1.084	-6.866	7.18	No
Primates	Anthropoidea	Ceboidea	Chilecebus	-21	-20.9721	0.351	1.847	0.031	0.331	0.937	0.162	0.261	2.027	-0.035	0.205	0.954	-0.021	0.303	1.995	0.074	0.207	0.945	-0.444	0.153	2.037	1.286	0.268	0.943	-1.85	0.166	2.09	2.695	0.165	0.823	1.451	0.078	2.225	-2.14	0.198	0.83	5.447	7.46	Yes
Primates	Anthropoidea	Ceboidea	Aotus trivirgatus	-22	-21.9863	0.433	1.931	-0.124	0.328	0.918	0.161	0.247	1.844	-0.139	0.232	1.148	-0.432	0.266	1.933	-0.737	0.303	0.931	0.236	0.261	1.864	-4.519	0.387	0.958	6.873	0.261	1.864	-4.519	0.387	0.958	6.873	0.085	1.67	6.154	0.474	1.165	-34.359	16.2	No
Primates	Prosimians	Lemuroidea	Avahi o. laniger	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	9.8	No
Primates	Prosimians	Lemuroidea	Avahi o. occidentalis	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	9.12	No
Primates	Prosimians	Lemuroidea	Indri indri	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	36.29	No
Primates	Prosimians	Lemuroidea	Varecia variegatus	-22.1	-22.0595	0.44	1.94	-0.135	0.328	0.914	0.16	0.244	1.86	-0.311	0.238	1.18	-0.679	0.241	1.983	-1.043	0.228	0.797	-0.899	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	0.113	1.86	-0.786	0.099	0.59	-0.688	29.71	No
Primates	Anthropoidea	Hominoidea	Proconsul	-28.4	-28.3995	0.256	2.61	-0.024	0.321	0.965	-0.173	0.316	2.625	-0.216	0.309	0.54	0.409	0.371	2.557	-0.868	0.347	0.66	0.738	0.405	2.474	-0.351	0.425	0.766	-0.53	0.408	2.444	-1.745	0.458	0.658	1.506	0.546	2.357	51.69	0.635	0.797	-99.252	167	Yes
Primates	Anthropoidea	Hominoidea	Aegyptopithecus	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	21	Yes
Primates	Anthropoidea	Parapithecidae	Parapithecus grangeri	-33.9	-33.9	0.193	1.744	0.053	0.267	0.932	0.082	0.17	1.775	0.108	0.227	1.02	-0.361	0.21	1.802	-0.081	0.205	0.902	-0.739	0.191	1.776	0.037	0.23	0.823	-1.654	0.17	1.784	0.242	0.249	0.745	-2.427	0.237	1.778	3.365	0.213	0.717	-3.486	14	Yes
Primates	Anthropoidea	Oligopithecidae	Catopithecus	-37.2	-37.1961	0.29	1.304	0.147	0.315	0.847	-0.053	0.148	1.565	0.017	0.27	0.693	0.237	0.155	1.602	-1.231	0.265	0.733	-1.692	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	0.17	1.46	-1.13	0.53	0.725	-3.531	3.1	Yes
Primates	Prosimians	Lemuroidea	Propithecus	-40	-39.964	0.295	1.032	0.057	0.355	0.841	0.082	0.182	1.242	0.084	0.282	1.082	0.072	0.161	1.283	-0.388	0.163	1.103	-0.192	0.093	1.266	-0.857	0.055	1.138	-0.257	0.072	1.21	-0.126	0.076	1.137	-2.031	0.071	1.18	2.179	0.099	1.12	-3.05	25.19	No
Primates	Prosimians	Adapidae	Adapis parisiensis	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.8	Yes
Primates	Prosimians	Adapidae	Adapis parisiensis 2	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	8.8	Yes
Primates	Prosimians	Adapidae	Leptadapis magnus	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	21.7	Yes
Primates	Prosimians	Omomyidae	Necolemur antiquus	-40.4	-40.36	0.293	1.002	0.044	0.362	0.816	0.065	0.201	1.152	0.267	0.29	1.102	-0.008	0.189	1.258	-0.423	0.398	1.046	1.162	0.213	1.182	-0.104	0.177	1.186	1.772	0.318	1.095	8.588	0.028	1.31	0.763	0.318	1.095	8.588	0.028	1.31	0.763	3.8	Yes
Primates	Prosimians	Omomyidae	Rooneyia viejaensis	-42	-41.9743	0.308	0.897	0.089	0.346	0.738	0.015	0.344	0.988	0.064	0.4	0.727	0.014	0.323	1.029	-1.552	0.45	0.783	-2.287	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	0.078	0.675	1.097	0.24	0.3	3.39	7.4	Yes
Primates	Prosimians	Adapidae	Pronycticebus gaudryi	-45	-44.8559	0.349	0.411	0.202	0.338	0.847	-0.083	0.224	0.894	-0.061	0.409	0.888	-0.021	0.273	0.93	-0.065	0.319	1.034	1.131	0.262	1.025	-1.587	0.092	1.225	-0.557	0.262	1.025	-1.587	0.092	1.225	-0.557	0.262	1.025	-1.587	0.092	1.225	-0.557	4.8	Yes
Primates	Prosimians	Nothactidae	Smilodectes gracilis	-50.3	-50.2487	0.317	0.116	-0.088	0.556	0.652	-0.181	0.271	-0.158	-0.137	0.266	0.651	-0.011	0.187	-0.233	0.915	0.33	0.616	1.328	0.072	-0.117	-1.002	0.186	0.757	0.876	0.085	-0.14	-1.021	0.071	0.86	-0.851	0.085	-0.14	-1.021	0.071	0.86	-0.851	9.5	Yes
Primates	Prosimians	Adapidae	Notharctus tenebrosus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	9.5	Yes
Primates	Prosimians	Omomyidae	Tetonius homunculus	-55.4	-55.3969	0.26	0.694	-0.102	0.485	1.945	0.115	0.193	0.484	0.041	0.354	1.895	-0.389	0.215	0.487	0.669	0.396	1.794	-0.694	0.219	0.565	0.127	0.457	1.732	-1.106	0.203	0.586	-3.585	0.366	1.742	-12.09	0.191	0.547	-0.01	0.339	1.658	-24.796	1.5	Yes
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	18	Yes
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis cookei	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	5	Yes
Primates	Plesiadapiformes	Plesiadapoidea	Plesiadapis  tricuspidens	-60.2	-60.19	0.322	0.654	-0.047	0.369	1.181	-0.174	0.246	0.574	-0.257	0.291	0.877	-0.292	0.329	0.384	1.539	0.27	0.706	1.209	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	0.113	0.55	4	0.163	0.835	5.75	16.6	Yes
Primates	Plesiadapiformes	Paramyidae	Ignacius graybullianus	-63.3	-63.2832	0.41	0.842	-0.132	0.356	1.575	-0.192	0.357	0.705	0.469	0.256	1.24	-0.238	0.314	0.801	2.068	0.296	1.149	1.309	0.281	0.93	2.309	0.263	1.247	1.905	0.338	0.968	5.192	0.326	1.288	3.263	0.523	1.08	16.372	0.17	1.53	-5.31	2.14	Yes
