Order	Suborder	Family	Species	MYA	Actual MYA	5Mya_SD_oxy	5Mya_M_oxy	5Mya_slope_oxy	5Mya_SD_carbon	5Mya_M_carbon	5Mya_slope_carbon	1Mya_SD_oxy	1Mya_M_oxy	1Mya_slope_oxy	1Mya_SD_carbon	1Mya_M_carbon	1Mya_slope_carbon	400k_SD_oxy	400k_M_oxy	400k_slope_oxy	400k_SD_carbon	400k_M_carbon	400k_slope_carbon	200K_SD_oxy	200K_M_oxy	200K_slope_oxy	200K_SD_carbon	200K_M_carbon	200K_slope_carbon	100k_SD_oxy	100k_M_oxy	100k_slope_oxy	100k_SD_carbon	100k_M_carbon	100k_slope_carbon	40k_SD_oxy	40k_M_oxy	40k_slope_oxy	40k_SD_carbon	40k_M_carbon	40k_slope_carbon	CC	Fossil
Carnivora	Arctoidea	Mustelidae	Galictis vittata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	24.3	No
Carnivora	Arctoidea	Mustelidae	Ictonyx libyca	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.48	No
Carnivora	Arctoidea	Mustelidae	Ictonyx striatus	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	9.78	No
Carnivora	Arctoidea	Mustelidae	Meles meles	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	50.4	No
Carnivora	Arctoidea	Mustelidae	Melogale moschata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	15.07	No
Carnivora	Arctoidea	Mustelidae	Melogale personata	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	13.83	No
Carnivora	Arctoidea	Mustelidae	Poecilogale albinucha	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.76	No
Carnivora	Arctoidea	Mustelidae	Promeles palaeattica	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	24.07	Yes
Carnivora	Arctoidea	Mustelidae	Vormela peregusna	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	4.76	No
Carnivora	Arctoidea	Ursidae	Indarctos oregonensis	-9	-8.999	0.3	2.444	0.124	0.355	1.266	-0.103	0.194	2.732	0.157	0.193	1.137	0.297	0.177	2.766	0.004	0.172	1.227	0.401	0.168	2.757	0.467	0.146	1.276	-0.599	0.136	2.777	-0.284	0.134	1.234	-1.174	0.158	2.795	-7.479	0.134	1.192	7.146	646.5	Yes
Carnivora	Feliformes	Hyaenidae	Lycyaena chaeretis	-9.7	-9.695	0.335	2.322	0.178	0.389	1.343	-0.191	0.178	2.639	0.033	0.171	1.068	0.151	0.165	2.649	-0.214	0.164	1.112	0.096	0.175	2.637	-0.512	0.154	1.111	0.439	0.167	2.633	-4.982	0.171	1.123	2.887	0.129	2.554	0.639	0.188	1.165	-0.23	152.82	Yes
Carnivora	Feliformes	Hyaenidae	Crocuta crocuta	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	144.03	No
Carnivora	Feliformes	Hyaenidae	Crocuta sivalensis	-10	-9.9894	0.358	2.279	0.208	0.394	1.368	-0.203	0.202	2.605	0.211	0.194	1.02	0.114	0.182	2.671	0.162	0.18	1.055	0.277	0.16	2.686	-0.203	0.178	1.087	-0.173	0.171	2.688	-0.634	0.207	1.082	-1.417	0.14	2.674	5.798	0.197	0.996	-8.998	186.18	Yes
Carnivora	Arctoidea	Mustelidae	Pliotaxidea nevadensis	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	22.46	Yes
Carnivora	Arctoidea	Procyonidae	Nasua narica	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	29.96	No
Carnivora	Arctoidea	Procyonidae	Procyon cancrivorus	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	59.45	No
Carnivora	Arctoidea	Procyonidae	Procyon lotor	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	40.04	No
Carnivora	Cynoidea	Canidae	Eucyon davisi	-10.3	-10.2903	0.367	2.247	0.22	0.391	1.382	-0.198	0.204	2.55	0.097	0.204	1.053	-0.195	0.205	2.596	-0.137	0.178	1.029	-0.14	0.214	2.566	0.877	0.2	1.022	0.014	0.23	2.62	-0.387	0.197	1.012	2.687	0.316	2.528	-3.586	0.273	1.063	11.583	55.68	Yes
Carnivora	Cynoidea	Canidae	Vulpes bengalensis	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	25.8	No
Carnivora	Cynoidea	Canidae	Vulpes chama	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	33.5	No
Carnivora	Cynoidea	Canidae	Vulpes pallida	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	25.03	No
Carnivora	Cynoidea	Canidae	Vulpes rueppelli	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	24.29	No
Carnivora	Cynoidea	Canidae	Vulpes velox	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	32.14	No
Carnivora	Cynoidea	Canidae	Vulpes vulpes (Eur)	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	43.38	No
Carnivora	Cynoidea	Canidae	Vulpes vulpes (NA)	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	43.38	No
Carnivora	Cynoidea	Canidae	Vulpes zerda	-10.5	-10.4697	0.373	2.232	0.233	0.388	1.389	-0.192	0.203	2.55	0.057	0.223	1.079	-0.265	0.171	2.598	0.302	0.184	0.961	0.79	0.175	2.626	0.109	0.15	1.067	0.455	0.174	2.66	-3.179	0.2	1.048	3.37	0.105	2.55	-2.85	0.262	1.093	6.304	17.29	No
Carnivora	Arctoidea	Mephitidae	Promephitis hootoni	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	11.87	Yes
Carnivora	Arctoidea	Mephitidae	Promephitis majori	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	6.64	Yes
Carnivora	Arctoidea	Mephitidae	Promephitis parvus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	4.68	Yes
Carnivora	Arctoidea	Mustelidae	Sinictis dolichognathus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	19.68	Yes
Carnivora	Feliformes	Felidae	Machairodus palanderi	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	291.04	Yes
Carnivora	Feliformes	Hyaenidae	Palinhyaena reperta	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	74.69	Yes
Carnivora	Feliformes	Hyaenidae	Tungurictis spocki	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	19.37	Yes
Carnivora	Feliformes	Viverridae	Arctictis binturong	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	40.85	No
Carnivora	Feliformes	Viverridae	Arctogalidia trivirgata	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	21.98	No
Carnivora	Feliformes	Viverridae	Cynogale bennettii	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	29.96	No
Carnivora	Feliformes	Viverridae	Hemigalus derbyanus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	18.92	No
Carnivora	Feliformes	Viverridae	Paguma larvata	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	30.88	No
Carnivora	Feliformes	Viverridae	Paradoxurus hermaphroditus	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	18.5	No
Carnivora	Feliformes	Viverridae	Paradoxurus zeylonensis	-11.6	-11.599	0.384	2.126	0.226	0.381	1.461	-0.145	0.23	2.468	0.1	0.268	1.118	-0.161	0.232	2.506	0.528	0.302	1.049	0.641	0.212	2.57	-0.037	0.282	1.131	1.247	0.157	2.566	-0.39	0.22	1.186	2.516	0.172	2.576	0.739	0.269	1.258	0.29	17.81	No
Carnivora	Arctoidea	Ursidae	Ailuropoda melanoleuca	-12	-12	0.382	2.088	0.215	0.368	1.485	-0.106	0.238	2.433	0.046	0.281	1.168	-0.081	0.237	2.44	-0.097	0.258	1.14	-0.555	0.238	2.438	-0.495	0.272	1.107	-1.522	0.226	2.416	-1.063	0.243	1.057	-0.407	0.234	2.385	-0.561	0.218	1.032	3.553	235.1	No
Carnivora	Feliformes	Hyaenidae	Ictitherium  viverrinum	-12.7	-12.7	0.363	2.016	0.168	0.361	1.528	-0.026	0.241	2.296	0.269	0.392	1.438	-0.875	0.233	2.397	0.548	0.324	1.196	-0.65	0.259	2.446	0.596	0.347	1.121	0.34	0.281	2.496	-1.994	0.326	1.13	-1.475	0.337	2.42	1.086	0.363	1.087	-1.475	61.31	Yes
Carnivora	Arctoidea	Mephitidae	Martinogale chisoensis	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	4.01	Yes
Carnivora	Arctoidea	Mephitidae	Martinogale faulli	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	2.15	Yes
Carnivora	Cynoidea	Canidae	Borophagus littoralis	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	127.02	Yes
Carnivora	Cynoidea	Canidae	Borophagus secundus	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	119.17	Yes
Carnivora	Feliformes	Nimravidae	Barbourofelis loveorum	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	162.88	Yes
Carnivora	Feliformes	Nimravidae	Barbourofelis morrisi	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	121.65	Yes
Carnivora	Feliformes	Nimravidae	Nimravides galiani	-13.6	-13.6	0.289	1.822	0.038	0.353	1.567	0.139	0.326	1.957	0.456	0.297	1.703	-0.118	0.334	2.109	1.226	0.312	1.65	1.264	0.256	2.252	-0.783	0.288	1.762	1.185	0.237	2.212	-0.607	0.327	1.799	5.18	0.256	2.207	0.653	0.407	1.949	14.19	217.29	Yes
Carnivora	Feliformes	Felidae	Homotherium hadarensis	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	211.51	Yes
Carnivora	Feliformes	Felidae	Homotherium serus	-13.7	-13.7	0.282	1.81	0.021	0.354	1.556	0.141	0.322	1.915	0.428	0.285	1.687	-0.187	0.346	2.034	1.58	0.307	1.593	0.714	0.305	2.152	2.574	0.285	1.675	0.715	0.266	2.29	-1.211	0.243	1.717	-1.201	0.186	2.244	-1.004	0.237	1.613	6.267	332.29	Yes
Carnivora	Feliformes	Eupleridae	Eupleres goudotii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	16.95	No
Carnivora	Feliformes	Eupleridae	Galidia elegans	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	10.7	No
Carnivora	Feliformes	Eupleridae	Salonoia concolor	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	11.02	No
Carnivora	Feliformes	Herpestidae	Herpestes edwardsii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	10.49	No
Carnivora	Feliformes	Herpestidae	Herpestes ichneumon	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	23.34	No
Carnivora	Feliformes	Herpestidae	Herpestes javanicus	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	7.24	No
Carnivora	Feliformes	Herpestidae	Herpestes lemanensis	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	24.79	Yes
Carnivora	Feliformes	Herpestidae	Herpestes smithii	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	13.74	No
Carnivora	Feliformes	Herpestidae	Herpestes urva	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	20.91	No
Carnivora	Feliformes	Herpestidae	Herpestes vitticollis	-15	-15	0.256	1.804	-0.077	0.428	1.359	0.215	0.235	1.741	-0.105	0.288	1.611	-0.335	0.22	1.719	-0.14	0.237	1.5	0.673	0.211	1.706	-1.195	0.244	1.549	1.285	0.172	1.678	-0.241	0.257	1.563	2.997	0.205	1.691	-13.212	0.212	1.671	-5.47	25.79	No
Carnivora	Arctoidea	Mustelidae	Plesiogulo crassa	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	65.89	Yes
Carnivora	Feliformes	Viverridae	Genetta angolensis	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.49	No
Carnivora	Feliformes	Viverridae	Genetta genetta	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	14.01	No
Carnivora	Feliformes	Viverridae	Genetta servalina	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.03	No
Carnivora	Feliformes	Viverridae	Genetta tigrina	-16	-16	0.269	1.863	-0.098	0.432	1.197	0.201	0.243	1.687	0.14	0.311	1.539	0.544	0.234	1.73	0.933	0.313	1.666	1.415	0.172	1.849	-0.432	0.259	1.865	-0.08	0.163	1.859	-1.695	0.256	1.859	-0.341	0.199	1.81	-0.059	0.315	1.854	3.935	15.18	No
Carnivora	Arctoidea	Amphicyonidae	Ischyrocyon gidleyi	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	311.41	Yes
Carnivora	Arctoidea	Mustelidae	Eira barbara	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	35.87	No
Carnivora	Arctoidea	Mustelidae	Gulo gulo	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	78.26	No
Carnivora	Arctoidea	Mustelidae	Martes americana	-16.3	-16.3	0.282	1.873	-0.102	0.377	1.105	0.147	0.255	1.667	-0.329	0.256	1.407	0.176	0.204	1.58	-0.483	0.202	1.447	0.027	0.191	1.542	-0.125	0.201	1.469	-1.345	0.202	1.558	-1.988	0.197	1.425	-2.045	0.191	1.459	2.978	0.133	1.27	0.796	15.8	No
